User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Age_outlier,Satisfaction_outlier
307,20,female,Kolkata,Postgraduate,Full-time Job,OkCupid,Bumble,Weekly,3 hours,Casual Fun,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,False,False
308,18,male,Pune,Graduate,Student,None,Hinge,Monthly,1 hour,Casual Dating,3,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance,False,False
309,22,non-binary,Mumbai,Postgraduate,Student,Tinder,Hinge,Monthly,1.5 hours,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values,False,False
310,18,female,Mumbai,Graduate,Freelancer,OkCupid,Tinder,Daily,3 hours,Finding a Partner,2,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,False,False
311,25,non-binary,Kolkata,Undergraduate,Freelancer,Bumble,None,Monthly,30 minutes,Casual Fun,3,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False
312,23,male,Delhi,Postgraduate,Full-time Job,OkCupid,Hinge,Daily,1.5 hours,Casual Fun,1,Time-Wasting,Video Calls,Voice Notes,Appearance > Interests > Personality,False,False
313,23,female,Pune,Graduate,Student,None,Bumble,Daily,2 hours,Finding a Partner,1,None,Audio Calls,Voice Notes,Personality > Interests > Values,False,False
314,21,non-binary,Kolkata,Graduate,Full-time Job,OkCupid,Bumble,Weekly,30 minutes,Casual Dating,3,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values,False,False
315,23,female,Delhi,Undergraduate,Intern,Bumble,None,Weekly,1 hour,Casual Dating,2,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,False,False
316,24,female,Kolkata,Graduate,Freelancer,Hinge,None,Daily,2 hours,Finding a Partner,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,False,False
317,21,male,Kolkata,Undergraduate,Student,Bumble,Hinge,Weekly,2 hours,Casual Dating,3,Lack of Genuine Matches,Video Calls,Voice Notes,Personality > Interests > Values,False,False
318,20,non-binary,Mumbai,Undergraduate,Student,OkCupid,OkCupid,Daily,1.5 hours,Social Interaction,1,None,Video Calls,Video Calls,Personality > Interests > Values,False,False
319,24,male,Pune,Postgraduate,Freelancer,Hinge,Hinge,Weekly,2 hours,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,False
320,20,female,Kolkata,Postgraduate,Freelancer,Bumble,Hinge,Weekly,2 hours,Finding a Partner,1,None,Video Calls,Text,Personality > Interests > Values,False,False
321,19,female,Mumbai,Undergraduate,Full-time Job,OkCupid,Bumble,Daily,2 hours,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Appearance > Interests > Personality,False,False
322,20,female,Chennai,Postgraduate,Part-time Job,None,Tinder,Daily,1.5 hours,Casual Dating,2,None,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False
323,25,female,Delhi,Undergraduate,Part-time Job,None,Bumble,Daily,30 minutes,Casual Dating,3,None,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,False
324,22,non-binary,Pune,Postgraduate,Freelancer,Hinge,Bumble,Weekly,30 minutes,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False
325,20,female,Bangalore,Postgraduate,Full-time Job,Bumble,Bumble,Weekly,3 hours,Casual Dating,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,False
326,20,female,Bangalore,Undergraduate,Part-time Job,OkCupid,None,Daily,1.5 hours,Casual Fun,5,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,False,False
327,19,female,Kolkata,Graduate,Part-time Job,Hinge,None,Monthly,1 hour,Finding a Partner,4,None,Video Calls,Text,Personality > Interests > Values,False,False
328,22,male,Pune,Postgraduate,Student,Tinder,Tinder,Monthly,2 hours,Casual Dating,2,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,False,False
329,21,female,Kolkata,Postgraduate,Freelancer,None,OkCupid,Monthly,1 hour,Finding a Partner,5,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,False,False
330,25,non-binary,Pune,Graduate,Intern,Hinge,Hinge,Weekly,2 hours,Finding a Partner,2,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance,False,False
331,25,female,Bangalore,Postgraduate,Freelancer,OkCupid,None,Monthly,3 hours,Casual Fun,5,None,Audio Calls,Text,Appearance > Interests > Personality,False,False
332,25,male,Chennai,Graduate,Full-time Job,Tinder,None,Monthly,30 minutes,Finding a Partner,5,None,Detailed Profiles,Voice Notes,Personality > Interests > Values,False,False
333,24,non-binary,Delhi,Graduate,Intern,Tinder,OkCupid,Weekly,30 minutes,Social Interaction,5,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,False
334,20,female,Delhi,Postgraduate,Intern,None,None,Daily,1.5 hours,Casual Dating,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,False,False
335,20,female,Hyderabad,Graduate,Full-time Job,Hinge,Hinge,Monthly,1.5 hours,Casual Dating,4,Time-Wasting,Detailed Profiles,Video Calls,Appearance > Interests > Personality,False,False
336,20,non-binary,Hyderabad,Undergraduate,Student,Tinder,Tinder,Weekly,3 hours,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,False,False
337,24,male,Kolkata,Graduate,Student,Hinge,Bumble,Monthly,2 hours,Casual Dating,1,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,False,False
338,23,non-binary,Delhi,Undergraduate,Freelancer,Hinge,OkCupid,Daily,3 hours,Social Interaction,4,None,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False
339,24,non-binary,Pune,Postgraduate,Part-time Job,Hinge,None,Monthly,3 hours,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,False
340,21,non-binary,Delhi,Postgraduate,Student,None,Bumble,Monthly,2 hours,Finding a Partner,4,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,False,False
341,19,non-binary,Kolkata,Undergraduate,Freelancer,Hinge,Tinder,Weekly,1.5 hours,Social Interaction,1,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,False,False
342,23,non-binary,Hyderabad,Graduate,Part-time Job,None,Hinge,Daily,1.5 hours,Finding a Partner,1,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,False,False
343,18,female,Mumbai,Postgraduate,Freelancer,OkCupid,Bumble,Daily,2 hours,Casual Dating,4,None,Video Calls,Video Calls,Personality > Interests > Values,False,False
344,20,male,Bangalore,Graduate,Student,Hinge,Hinge,Daily,3 hours,Finding a Partner,2,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,False,False
345,25,female,Pune,Postgraduate,Freelancer,Hinge,Bumble,Monthly,2 hours,Casual Fun,1,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,False,False
346,24,male,Pune,Postgraduate,Intern,OkCupid,None,Daily,1 hour,Social Interaction,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,False
347,22,female,Pune,Undergraduate,Full-time Job,Bumble,Bumble,Daily,1 hour,Casual Fun,5,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False
348,22,female,Pune,Graduate,Full-time Job,None,OkCupid,Monthly,2 hours,Casual Fun,5,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,False
349,18,male,Delhi,Undergraduate,Intern,Bumble,Hinge,Monthly,1.5 hours,Social Interaction,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,False,False
350,21,male,Mumbai,Graduate,Intern,None,Bumble,Weekly,1.5 hours,Social Interaction,4,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,False,False
351,20,male,Kolkata,Undergraduate,Freelancer,Hinge,None,Monthly,30 minutes,Casual Fun,5,Time-Wasting,Audio Calls,Text,Appearance > Interests > Personality,False,False
352,23,male,Mumbai,Postgraduate,Freelancer,Tinder,Hinge,Daily,30 minutes,Casual Fun,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,False,False
353,18,female,Kolkata,Postgraduate,Student,Tinder,Bumble,Daily,2 hours,Casual Fun,1,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False
354,25,non-binary,Bangalore,Postgraduate,Student,None,None,Monthly,30 minutes,Casual Dating,3,Safety Concerns,AI Recommendations,Text,Values > Personality > Appearance,False,False
355,24,non-binary,Bangalore,Postgraduate,Intern,None,Hinge,Daily,1 hour,Social Interaction,1,None,AI Recommendations,Text,Appearance > Interests > Personality,False,False
356,21,non-binary,Hyderabad,Graduate,Student,None,Hinge,Daily,3 hours,Social Interaction,1,Time-Wasting,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,False
357,23,non-binary,Mumbai,Undergraduate,Full-time Job,Bumble,Tinder,Daily,1 hour,Casual Fun,2,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality,False,False
358,25,female,Kolkata,Undergraduate,Freelancer,Bumble,OkCupid,Daily,3 hours,Casual Fun,5,Safety Concerns,Audio Calls,Text,Personality > Interests > Values,False,False
359,18,female,Mumbai,Undergraduate,Part-time Job,None,None,Weekly,30 minutes,Finding a Partner,5,None,AI Recommendations,Text,Appearance > Interests > Personality,False,False
360,24,female,Pune,Postgraduate,Freelancer,Tinder,None,Weekly,2 hours,Casual Fun,5,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False
361,22,non-binary,Chennai,Undergraduate,Student,None,Hinge,Weekly,1 hour,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance,False,False
362,22,male,Kolkata,Postgraduate,Student,Tinder,Tinder,Weekly,30 minutes,Social Interaction,4,Time-Wasting,Audio Calls,Video Calls,Personality > Interests > Values,False,False
363,25,male,Pune,Undergraduate,Full-time Job,None,None,Daily,2 hours,Casual Fun,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,False,False
364,24,female,Hyderabad,Graduate,Freelancer,OkCupid,Hinge,Monthly,1.5 hours,Social Interaction,2,Lack of Genuine Matches,AI Recommendations,Text,Values > Personality > Appearance,False,False
365,23,non-binary,Chennai,Graduate,Student,None,None,Daily,2 hours,Finding a Partner,5,Time-Wasting,Audio Calls,Text,Appearance > Interests > Personality,False,False
366,23,female,Hyderabad,Graduate,Part-time Job,Tinder,None,Weekly,1.5 hours,Casual Dating,5,None,Audio Calls,Text,Values > Personality > Appearance,False,False
367,18,female,Mumbai,Undergraduate,Intern,Bumble,Tinder,Daily,1.5 hours,Casual Dating,4,None,Video Calls,Video Calls,Personality > Interests > Values,False,False
368,23,non-binary,Delhi,Postgraduate,Freelancer,Hinge,None,Monthly,1.5 hours,Finding a Partner,1,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False
369,19,male,Bangalore,Graduate,Student,None,None,Daily,1 hour,Casual Fun,2,None,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False
370,24,female,Bangalore,Graduate,Freelancer,None,Bumble,Daily,2 hours,Casual Fun,5,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False
371,23,female,Chennai,Undergraduate,Student,None,Hinge,Daily,1 hour,Social Interaction,5,None,Video Calls,Text,Appearance > Interests > Personality,False,False
372,20,female,Kolkata,Undergraduate,Full-time Job,Bumble,OkCupid,Weekly,1 hour,Casual Fun,3,Time-Wasting,Detailed Profiles,Text,Values > Personality > Appearance,False,False
373,21,male,Hyderabad,Postgraduate,Full-time Job,Bumble,None,Monthly,1 hour,Casual Dating,2,Time-Wasting,AI Recommendations,Voice Notes,Appearance > Interests > Personality,False,False
374,20,female,Chennai,Undergraduate,Student,None,None,Monthly,2 hours,Social Interaction,5,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality,False,False
375,22,non-binary,Mumbai,Postgraduate,Student,Hinge,None,Weekly,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,False,False
376,23,non-binary,Delhi,Undergraduate,Intern,OkCupid,Hinge,Weekly,1.5 hours,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False
377,21,male,Bangalore,Graduate,Full-time Job,None,None,Daily,3 hours,Casual Dating,2,None,Audio Calls,Video Calls,Appearance > Interests > Personality,False,False
378,21,female,Kolkata,Undergraduate,Full-time Job,OkCupid,None,Weekly,30 minutes,Social Interaction,5,None,Location-Based Matching,Video Calls,Values > Personality > Appearance,False,False
379,24,non-binary,Kolkata,Graduate,Part-time Job,Bumble,Tinder,Daily,1.5 hours,Social Interaction,2,Time-Wasting,Video Calls,Text,Personality > Interests > Values,False,False
380,24,non-binary,Pune,Postgraduate,Intern,None,Bumble,Daily,1 hour,Finding a Partner,3,Safety Concerns,Video Calls,Voice Notes,Values > Personality > Appearance,False,False
381,18,female,Kolkata,Graduate,Full-time Job,Tinder,OkCupid,Daily,2 hours,Social Interaction,1,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values,False,False
382,20,non-binary,Mumbai,Postgraduate,Student,Hinge,Tinder,Monthly,1 hour,Casual Fun,3,None,Audio Calls,Video Calls,Personality > Interests > Values,False,False
383,23,non-binary,Bangalore,Postgraduate,Intern,OkCupid,None,Weekly,30 minutes,Social Interaction,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality,False,False
384,22,male,Kolkata,Undergraduate,Student,OkCupid,Hinge,Monthly,1.5 hours,Finding a Partner,4,Safety Concerns,Audio Calls,Voice Notes,Personality > Interests > Values,False,False
385,19,female,Chennai,Postgraduate,Intern,Tinder,Hinge,Daily,30 minutes,Casual Fun,5,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,False,False
386,18,male,Hyderabad,Postgraduate,Student,None,None,Monthly,2 hours,Casual Fun,3,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance,False,False
387,25,non-binary,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Daily,1 hour,Casual Dating,5,Safety Concerns,Audio Calls,Voice Notes,Values > Personality > Appearance,False,False
388,18,female,Pune,Postgraduate,Intern,None,OkCupid,Monthly,3 hours,Social Interaction,5,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance,False,False
389,23,non-binary,Mumbai,Postgraduate,Student,Tinder,OkCupid,Weekly,3 hours,Social Interaction,1,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,False,False
390,22,male,Hyderabad,Undergraduate,Full-time Job,Bumble,Hinge,Weekly,1.5 hours,Finding a Partner,1,None,AI Recommendations,Video Calls,Personality > Interests > Values,False,False
391,24,female,Kolkata,Undergraduate,Student,OkCupid,None,Daily,1.5 hours,Casual Fun,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,False,False
392,21,female,Bangalore,Postgraduate,Full-time Job,None,None,Monthly,1 hour,Casual Dating,3,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,False,False
393,24,male,Delhi,Undergraduate,Full-time Job,Bumble,Bumble,Daily,1.5 hours,Casual Fun,4,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,False,False
394,24,male,Kolkata,Postgraduate,Student,OkCupid,Hinge,Monthly,1 hour,Finding a Partner,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,False,False
395,20,non-binary,Mumbai,Undergraduate,Part-time Job,Bumble,Bumble,Monthly,3 hours,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,False,False
396,23,female,Delhi,Undergraduate,Intern,Hinge,None,Daily,2 hours,Casual Fun,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False
397,24,male,Mumbai,Graduate,Student,None,OkCupid,Daily,2 hours,Finding a Partner,3,None,AI Recommendations,Text,Appearance > Interests > Personality,False,False
398,25,female,Delhi,Graduate,Intern,Bumble,None,Daily,1.5 hours,Casual Dating,4,None,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False
399,21,non-binary,Mumbai,Undergraduate,Freelancer,OkCupid,OkCupid,Weekly,2 hours,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False
400,24,non-binary,Chennai,Graduate,Student,Hinge,OkCupid,Monthly,1 hour,Casual Dating,1,Time-Wasting,Video Calls,Voice Notes,Values > Personality > Appearance,False,False
401,25,female,Delhi,Undergraduate,Full-time Job,Hinge,None,Daily,1 hour,Casual Dating,2,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,False,False
402,20,female,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,3 hours,Casual Dating,3,Time-Wasting,Audio Calls,Text,Personality > Interests > Values,False,False
403,21,non-binary,Pune,Graduate,Intern,OkCupid,OkCupid,Weekly,2 hours,Casual Fun,2,None,Audio Calls,Video Calls,Appearance > Interests > Personality,False,False
404,20,male,Mumbai,Graduate,Part-time Job,OkCupid,Hinge,Daily,1 hour,Casual Dating,1,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance,False,False
405,22,non-binary,Kolkata,Undergraduate,Full-time Job,Hinge,Tinder,Monthly,3 hours,Casual Dating,1,None,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,False,False
406,25,female,Mumbai,Graduate,Intern,OkCupid,None,Weekly,1.5 hours,Social Interaction,2,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,False,False
407,24,male,Bangalore,Postgraduate,Student,Hinge,OkCupid,Daily,3 hours,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,False,False
408,19,non-binary,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,False
409,20,female,Pune,Undergraduate,Student,None,Bumble,Monthly,1 hour,Finding a Partner,3,None,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,False
410,19,female,Bangalore,Undergraduate,Freelancer,None,Hinge,Monthly,1.5 hours,Casual Dating,2,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,False,False
411,24,non-binary,Pune,Graduate,Intern,Hinge,Hinge,Weekly,30 minutes,Casual Dating,1,None,Detailed Profiles,Video Calls,Appearance > Interests > Personality,False,False
412,18,female,Delhi,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,30 minutes,Social Interaction,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,False,False
413,21,non-binary,Kolkata,Undergraduate,Full-time Job,None,OkCupid,Monthly,1 hour,Casual Fun,1,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,False,False
414,21,male,Chennai,Undergraduate,Freelancer,None,Hinge,Daily,3 hours,Finding a Partner,2,None,Audio Calls,Text,Values > Personality > Appearance,False,False
415,23,male,Chennai,Postgraduate,Student,None,Tinder,Daily,2 hours,Finding a Partner,3,Lack of Genuine Matches,Detailed Profiles,Text,Personality > Interests > Values,False,False
416,25,female,Pune,Graduate,Part-time Job,None,Tinder,Monthly,30 minutes,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False
417,21,non-binary,Bangalore,Postgraduate,Intern,Hinge,OkCupid,Monthly,3 hours,Finding a Partner,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality,False,False
418,24,male,Hyderabad,Undergraduate,Part-time Job,Tinder,None,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,False,False
419,19,female,Chennai,Graduate,Student,Bumble,Hinge,Monthly,30 minutes,Finding a Partner,4,Lack of Genuine Matches,AI Recommendations,Text,Appearance > Interests > Personality,False,False
420,21,non-binary,Mumbai,Graduate,Student,Hinge,Tinder,Weekly,3 hours,Finding a Partner,1,Safety Concerns,Video Calls,Text,Appearance > Interests > Personality,False,False
421,21,male,Kolkata,Undergraduate,Freelancer,None,Bumble,Monthly,30 minutes,Casual Fun,5,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,False,False
422,24,male,Kolkata,Undergraduate,Full-time Job,Tinder,None,Daily,30 minutes,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values > Personality > Appearance,False,False
423,22,male,Bangalore,Graduate,Full-time Job,OkCupid,Hinge,Daily,1.5 hours,Finding a Partner,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,False,False
424,21,non-binary,Mumbai,Postgraduate,Student,None,None,Weekly,30 minutes,Casual Fun,4,None,Audio Calls,Video Calls,Values > Personality > Appearance,False,False
425,23,male,Mumbai,Undergraduate,Freelancer,None,None,Daily,1 hour,Casual Fun,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,False,False
426,25,male,Bangalore,Undergraduate,Student,Tinder,OkCupid,Daily,1.5 hours,Casual Dating,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Values > Personality > Appearance,False,False
427,22,non-binary,Hyderabad,Undergraduate,Part-time Job,None,Bumble,Weekly,2 hours,Social Interaction,5,Time-Wasting,Video Calls,Text,Personality > Interests > Values,False,False
428,25,female,Delhi,Postgraduate,Freelancer,None,Hinge,Monthly,1 hour,Social Interaction,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False
429,19,male,Bangalore,Postgraduate,Freelancer,None,Bumble,Weekly,3 hours,Casual Fun,5,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,False,False
430,24,male,Chennai,Postgraduate,Student,Bumble,Tinder,Daily,1.5 hours,Casual Fun,4,None,Video Calls,Text,Personality > Interests > Values,False,False
431,24,non-binary,Hyderabad,Graduate,Student,Tinder,Tinder,Weekly,2 hours,Casual Dating,2,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,False,False
432,21,male,Delhi,Postgraduate,Freelancer,None,None,Weekly,3 hours,Finding a Partner,1,None,Detailed Profiles,Voice Notes,Values > Personality > Appearance,False,False
433,22,non-binary,Chennai,Undergraduate,Part-time Job,Hinge,OkCupid,Monthly,2 hours,Casual Fun,1,None,Location-Based Matching,Text,Personality > Interests > Values,False,False
434,24,female,Delhi,Graduate,Full-time Job,None,Hinge,Weekly,1.5 hours,Casual Dating,2,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,False
435,20,male,Bangalore,Postgraduate,Student,None,Hinge,Daily,2 hours,Casual Fun,5,None,AI Recommendations,Video Calls,Personality > Interests > Values,False,False
436,19,non-binary,Kolkata,Postgraduate,Freelancer,OkCupid,Tinder,Monthly,1 hour,Casual Dating,4,None,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,False
437,18,non-binary,Mumbai,Undergraduate,Freelancer,Hinge,Tinder,Daily,3 hours,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,False,False
438,22,female,Pune,Postgraduate,Student,Bumble,OkCupid,Daily,1 hour,Social Interaction,3,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,False,False
439,23,non-binary,Kolkata,Graduate,Student,OkCupid,Bumble,Weekly,30 minutes,Finding a Partner,4,None,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,False
440,19,female,Hyderabad,Graduate,Freelancer,None,Tinder,Monthly,1.5 hours,Casual Dating,4,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,False,False
441,22,male,Bangalore,Postgraduate,Intern,OkCupid,OkCupid,Daily,2 hours,Casual Dating,4,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality,False,False
442,22,male,Delhi,Graduate,Part-time Job,Bumble,OkCupid,Daily,30 minutes,Casual Dating,1,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,False,False
443,23,female,Chennai,Postgraduate,Part-time Job,Hinge,Bumble,Weekly,2 hours,Finding a Partner,3,None,Video Calls,Video Calls,Appearance > Interests > Personality,False,False
444,19,non-binary,Kolkata,Postgraduate,Freelancer,Bumble,None,Daily,1 hour,Casual Fun,5,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,False,False
445,24,non-binary,Bangalore,Postgraduate,Intern,Tinder,Bumble,Weekly,1.5 hours,Casual Fun,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,False,False
446,21,non-binary,Kolkata,Postgraduate,Full-time Job,None,Tinder,Weekly,3 hours,Casual Dating,4,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values,False,False
447,18,female,Chennai,Undergraduate,Full-time Job,Bumble,Tinder,Weekly,3 hours,Social Interaction,2,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,False,False
448,22,male,Delhi,Undergraduate,Full-time Job,OkCupid,None,Monthly,30 minutes,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,False
449,22,male,Hyderabad,Undergraduate,Intern,Bumble,Hinge,Weekly,2 hours,Casual Fun,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance,False,False
450,19,non-binary,Hyderabad,Postgraduate,Part-time Job,Bumble,OkCupid,Daily,2 hours,Casual Fun,5,None,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,False
451,25,female,Mumbai,Undergraduate,Student,OkCupid,Bumble,Weekly,1 hour,Finding a Partner,2,None,Audio Calls,Text,Values > Personality > Appearance,False,False
452,24,male,Hyderabad,Postgraduate,Intern,Tinder,None,Monthly,1.5 hours,Finding a Partner,1,Time-Wasting,AI Recommendations,Text,Personality > Interests > Values,False,False
453,21,female,Hyderabad,Graduate,Freelancer,None,Tinder,Weekly,30 minutes,Finding a Partner,5,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,False,False
454,24,non-binary,Chennai,Graduate,Part-time Job,OkCupid,Tinder,Weekly,2 hours,Finding a Partner,4,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,False,False
455,18,male,Kolkata,Postgraduate,Part-time Job,Hinge,OkCupid,Weekly,3 hours,Casual Dating,2,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,False,False
456,19,non-binary,Chennai,Graduate,Student,Bumble,None,Monthly,1 hour,Casual Dating,3,Lack of Genuine Matches,Video Calls,Video Calls,Appearance > Interests > Personality,False,False
457,25,non-binary,Chennai,Graduate,Full-time Job,Hinge,OkCupid,Monthly,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Text,Values > Personality > Appearance,False,False
458,24,female,Pune,Graduate,Part-time Job,Hinge,OkCupid,Weekly,3 hours,Casual Dating,2,None,Location-Based Matching,Voice Notes,Personality > Interests > Values,False,False
459,23,female,Kolkata,Postgraduate,Student,None,Bumble,Weekly,3 hours,Casual Dating,2,None,Audio Calls,Video Calls,Personality > Interests > Values,False,False
460,21,female,Chennai,Postgraduate,Part-time Job,Bumble,Tinder,Daily,2 hours,Social Interaction,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values,False,False
461,21,male,Chennai,Postgraduate,Intern,Hinge,OkCupid,Weekly,30 minutes,Finding a Partner,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,False,False
462,21,female,Pune,Graduate,Freelancer,Bumble,OkCupid,Daily,1.5 hours,Social Interaction,4,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False
